country_name,listed_name,total_shows,average_rating
"Singapore, Japan, France",Dramas,1,5.0000
"Singapore, Malaysia","Horror Movies",1,1.0000
"Singapore, United States","International TV Shows",1,4.0000
"Singapore, United States",Thrillers,1,4.0000
"Slovenia, Croatia, Germany, Czech Republic, Qatar",Comedies,1,1.0000
"Somalia, Kenya, Sudan, South Africa, United States",Dramas,1,6.0000
"South Africa",Dramas,2,4.0000
"South Africa",Comedies,2,2.5000
"South Africa, China, United States","Action & Adventure",1,6.0000
"South Africa, Germany, Netherlands, France",Dramas,1,4.0000
"South Africa, United States","Action & Adventure",2,8.0000
"South Africa, United States, Germany",Dramas,1,6.0000
"South Africa, United States, New Zealand, Canada","Action & Adventure",1,6.0000
"South Korea","International TV Shows",78,1.9744
"South Korea","Crime TV Shows",16,2.3125
"South Korea","Action & Adventure",12,6.0000
"South Korea",Dramas,12,3.7500
"South Korea","Kids' TV",7,4.7143
"South Korea","International Movies",3,3.3333
"South Korea","Stand-Up Comedy",2,4.0000
"South Korea",Comedies,2,2.5000
"South Korea",Documentaries,1,4.0000
"South Korea, China, United States",Comedies,1,4.0000
"South Korea, Czech Republic","Action & Adventure",1,6.0000
"South Korea, France","Kids' TV",1,3.0000
"South Korea, United States","Kids' TV",2,5.0000
"South Korea, United States","Children & Family Movies",1,11.0000
"South Korea, United States","Action & Adventure",1,4.0000
"South Korea, United States","International TV Shows",1,4.0000
"Soviet Union, India","Action & Adventure",1,5.0000
Spain,Comedies,25,4.2800
Spain,Dramas,24,4.7083
Spain,"International TV Shows",16,4.2500
Spain,"Crime TV Shows",16,3.8125
Spain,Documentaries,13,2.0000
Spain,"International Movies",7,5.8571
Spain,"Action & Adventure",3,3.0000
Spain,"Children & Family Movies",2,6.5000
Spain,"Horror Movies",2,4.0000
Spain,"Kids' TV",2,4.0000
Spain,Thrillers,1,6.0000
Spain,Movies,1,2.0000
Spain,Docuseries,1,1.0000
"Spain, Argentina",Comedies,1,4.0000
"Spain, Argentina",Dramas,1,4.0000
"Spain, Belgium","Horror Movies",1,4.0000
"Spain, Belgium, Switzerland, United States, China, United Kingdom","Children & Family Movies",1,8.0000
"Spain, Colombia",Dramas,1,1.0000
"Spain, Cuba","Crime TV Shows",1,4.0000
"Spain, France",Dramas,3,4.0000
"Spain, France","Horror Movies",2,4.0000
"Spain, France, Italy",Dramas,1,6.0000
"Spain, France, Uruguay",Comedies,1,4.0000
"Spain, Germany","International Movies",1,4.0000
"Spain, Italy, Argentina","Children & Family Movies",1,9.0000
"Spain, Mexico",Comedies,1,4.0000
"Spain, Mexico",Dramas,1,1.0000
"Spain, Mexico, France",Dramas,1,12.0000
"Spain, Portugal",Comedies,1,4.0000
"Spain, Switzerland",Dramas,1,4.0000
"Spain, United Kingdom","Kids' TV",1,3.0000
"Spain, United Kingdom, United States","Children & Family Movies",1,8.0000
Sweden,"Crime TV Shows",3,4.0000
Sweden,Comedies,2,4.0000
Sweden,"International TV Shows",2,4.0000
"Sweden, Netherlands",Documentaries,1,4.0000
"Sweden, United States",Documentaries,3,2.3333
Switzerland,Comedies,1,4.0000
Switzerland,"International TV Shows",1,4.0000
"Switzerland, France",Comedies,1,10.0000
"Switzerland, United Kingdom, United States",Dramas,1,6.0000
"Switzerland, United States","Action & Adventure",1,10.0000
"Switzerland, United States",Documentaries,1,1.0000
"Switzerland, Vatican City, Italy, Germany, France",Documentaries,1,8.0000
Taiwan,"International TV Shows",61,1.7541
Taiwan,"Crime TV Shows",4,3.2500
Taiwan,Comedies,2,2.5000
Taiwan,"Action & Adventure",1,4.0000
"Taiwan, China, France, United States",Dramas,1,4.0000
"Taiwan, Hong Kong, United States, China","Action & Adventure",1,10.0000
Thailand,"International TV Shows",13,2.4615
Thailand,Comedies,11,2.0909
Thailand,"Horror Movies",9,4.5556
Thailand,"Action & Adventure",5,3.4000
Thailand,"International Movies",4,4.7500
Thailand,"Crime TV Shows",3,4.0000
Thailand,Dramas,2,4.5000
Thailand,Documentaries,2,3.0000
Thailand,Docuseries,1,4.0000
"Thailand, Canada, United States","Action & Adventure",1,6.0000
"Thailand, China, United States","Action & Adventure",1,12.0000
"Thailand, United States","Horror Movies",1,4.0000
Turkey,Comedies,40,3.0750
Turkey,"International TV Shows",13,2.3077
Turkey,"Crime TV Shows",10,2.5000
Turkey,Dramas,8,3.1250
Turkey,"Horror Movies",3,4.0000
Turkey,"Action & Adventure",3,3.0000
Turkey,"Children & Family Movies",1,5.0000
"Turkey, Azerbaijan","International TV Shows",1,1.0000
"Turkey, France, Germany, Poland",Dramas,1,4.0000
"Turkey, India","Action & Adventure",1,1.0000
"Turkey, United States","Action & Adventure",1,12.0000
Ukraine,"Crime TV Shows",1,4.0000
Ukraine,"International TV Shows",1,1.0000
"United Arab Emirates","Action & Adventure",2,3.0000
"United Arab Emirates",Comedies,1,1.0000
"United Arab Emirates","Crime TV Shows",1,1.0000
"United Arab Emirates, Jordan",Dramas,1,12.0000
"United Arab Emirates, Romania","International Movies",1,4.0000
"United Arab Emirates, United Kingdom, India",Comedies,1,1.0000
"United Arab Emirates, United States",Dramas,1,6.0000
"United Arab Emirates, United States","Children & Family Movies",1,5.0000
"United Arab Emirates, United States, United Kingdom",Documentaries,1,4.0000
"United Kingdom","British TV Shows",166,3.6024
"United Kingdom",Documentaries,72,3.2778
"United Kingdom",Dramas,21,5.1429
"United Kingdom","Action & Adventure",15,5.2667
"United Kingdom",Comedies,15,3.9333
"United Kingdom","Stand-Up Comedy",13,4.0000
"United Kingdom","Horror Movies",7,4.2857
"United Kingdom",Docuseries,4,3.7500
"United Kingdom","International Movies",4,3.5000
"United Kingdom","Children & Family Movies",3,6.0000
"United Kingdom","Classic Movies",2,6.0000
"United Kingdom","Independent Movies",2,5.0000
"United Kingdom","Reality TV",2,4.5000
"United Kingdom",Thrillers,2,4.0000
"United Kingdom","Music & Musicals",2,4.0000
"United Kingdom","Sci-Fi & Fantasy",2,2.5000
"United Kingdom","Sports Movies",1,5.0000
"United Kingdom","International TV Shows",1,4.0000
"United Kingdom","Crime TV Shows",1,4.0000
"United Kingdom",Movies,1,4.0000
"United Kingdom,",Documentaries,1,4.0000
"United Kingdom, Australia, Canada, United States",Dramas,1,12.0000
"United Kingdom, Belgium, Sweden",Documentaries,1,1.0000
"United Kingdom, Brazil, Germany",Dramas,1,6.0000
"United Kingdom, Canada","British TV Shows",1,7.0000
"United Kingdom, Canada",Dramas,1,6.0000
"United Kingdom, Canada","Horror Movies",1,4.0000
"United Kingdom, Canada, France, United States","Action & Adventure",1,10.0000
"United Kingdom, Canada, Italy",Dramas,1,4.0000
"United Kingdom, Canada, Japan",Documentaries,1,1.0000
"United Kingdom, Canada, United States","Kids' TV",1,7.0000
"United Kingdom, Canada, United States",Dramas,1,6.0000
"United Kingdom, Canada, United States","Horror Movies",1,6.0000
"United Kingdom, Canada, United States","Action & Adventure",1,6.0000
"United Kingdom, Canada, United States, Cayman Islands","Children & Family Movies",1,8.0000
"United Kingdom, China, Canada, Indonesia, Singapore, United States","Action & Adventure",1,6.0000
"United Kingdom, China, United States","Sci-Fi & Fantasy",1,10.0000
"United Kingdom, Denmark, Canada, Croatia",Dramas,1,10.0000
"United Kingdom, Egypt, United States",Documentaries,1,4.0000
"United Kingdom, France",Dramas,4,9.7500
"United Kingdom, France",Comedies,1,6.0000
"United Kingdom, France","Crime TV Shows",1,4.0000
"United Kingdom, France, Belgium",Dramas,1,6.0000
"United Kingdom, France, Belgium","Action & Adventure",1,4.0000
"United Kingdom, France, Belgium, United States","Independent Movies",1,4.0000
"United Kingdom, France, Canada, Belgium, United States",Dramas,1,4.0000
"United Kingdom, France, Germany",Dramas,1,6.0000
"United Kingdom, France, Germany, Spain","British TV Shows",1,4.0000
"United Kingdom, France, United States",Documentaries,1,10.0000
"United Kingdom, France, United States",Dramas,1,1.0000
"United Kingdom, Germany",Comedies,1,10.0000
"United Kingdom, Germany","British TV Shows",1,7.0000
"United Kingdom, Germany","Sci-Fi & Fantasy",1,4.0000
"United Kingdom, Germany, Canada",Documentaries,1,5.0000
"United Kingdom, Germany, Canada, United States","Action & Adventure",1,10.0000
"United Kingdom, Germany, United States",Comedies,1,10.0000
"United Kingdom, Hong Kong",Documentaries,1,5.0000
"United Kingdom, India","Action & Adventure",1,4.0000
"United Kingdom, India",Dramas,1,1.0000
"United Kingdom, India, Sweden",Dramas,1,12.0000
"United Kingdom, India, United States",Documentaries,1,12.0000
"United Kingdom, India, United States",Dramas,1,10.0000
"United Kingdom, Ireland",Dramas,1,10.0000
"United Kingdom, Ireland","British TV Shows",1,4.0000
"United Kingdom, Israel, Russia",Documentaries,1,4.0000
"United Kingdom, Italy, France, United States",Dramas,1,10.0000
"United Kingdom, Italy, Israel, Peru, United States",Documentaries,1,4.0000
"United Kingdom, Japan, United States",Dramas,1,10.0000
"United Kingdom, Japan, United States","Classic Movies",1,8.0000
"United Kingdom, Jordan, Qatar, Iran","Horror Movies",1,10.0000
"United Kingdom, Malawi","Children & Family Movies",1,1.0000
"United Kingdom, Namibia, South Africa, Zimbabwe, United States",Documentaries,1,4.0000
"United Kingdom, New Zealand","Action & Adventure",1,6.0000
"United Kingdom, Norway, Denmark, Germany, Sweden","Action & Adventure",1,10.0000
"United Kingdom, Pakistan",Comedies,1,1.0000
"United Kingdom, Poland","Action & Adventure",1,4.0000
"United Kingdom, Poland, United States",Dramas,1,6.0000
"United Kingdom, Russia",Documentaries,1,1.0000
"United Kingdom, Singapore","Kids' TV",1,3.0000
"United Kingdom, South Africa",Thrillers,1,6.0000
"United Kingdom, South Africa, Australia, United States","British TV Shows",1,4.0000
"United Kingdom, South Korea","Action & Adventure",1,6.0000
"United Kingdom, Spain, Belgium","Horror Movies",1,4.0000
"United Kingdom, Spain, United States, Germany",Dramas,1,4.0000
"United Kingdom, Thailand","Horror Movies",1,4.0000
"United Kingdom, Ukraine, United States",Documentaries,1,12.0000
"United Kingdom, United States",Dramas,9,7.1111
"United Kingdom, United States",Comedies,6,5.5000
"United Kingdom, United States","British TV Shows",6,3.3333
"United Kingdom, United States","Action & Adventure",5,6.4000
"United Kingdom, United States","Classic Movies",2,9.0000
"United Kingdom, United States","Children & Family Movies",2,8.0000
"United Kingdom, United States","Horror Movies",2,5.0000
"United Kingdom, United States",Documentaries,2,2.5000
"United Kingdom, United States",Thrillers,1,6.0000
"United Kingdom, United States",Docuseries,1,5.0000
"United Kingdom, United States","TV Action & Adventure",1,5.0000
"United Kingdom, United States","Independent Movies",1,4.0000
"United Kingdom, United States","TV Dramas",1,4.0000
"United Kingdom, United States, Australia",Dramas,1,6.0000
"United Kingdom, United States, Czech Republic","British TV Shows",1,1.0000
"United Kingdom, United States, Dominican Republic","Horror Movies",1,10.0000
"United Kingdom, United States, France, Germany",Comedies,1,10.0000
"United Kingdom, United States, Greece, Italy, Germany","British TV Shows",1,5.0000
"United Kingdom, United States, Morocco",Dramas,1,1.0000
"United Kingdom, United States, Russia","Action & Adventure",1,6.0000
"United Kingdom, United States, Spain, Germany, Greece, Canada","British TV Shows",2,5.0000
"United Kingdom, United States, Spain, Germany, Greece, Canada",Movies,2,5.0000
"United Kingdom, West Germany","International TV Shows",1,1.0000
"United States",Documentaries,298,4.6846
"United States",Dramas,226,5.9513
"United States",Comedies,196,5.8827
"United States","Stand-Up Comedy",173,4.6821
"United States","Children & Family Movies",165,6.4667
"United States","Action & Adventure",139,6.9065
"United States","Kids' TV",96,6.3750
"United States","Crime TV Shows",84,2.7976
"United States",Docuseries,83,3.4940
"United States","TV Comedies",74,3.3108
"United States","Horror Movies",71,5.2254
"United States","TV Dramas",42,2.4762
"United States","Reality TV",41,3.4634
"United States","Classic Movies",33,5.5152
"United States","Stand-Up Comedy & Talk Shows",26,3.2692
"United States","TV Action & Adventure",25,4.2400
"United States",Thrillers,25,3.5200
"United States",Movies,17,5.2353
"United States","Romantic TV Shows",17,2.1176
"United States","Classic & Cult TV",14,3.4286
"United States","International TV Shows",13,2.6923
"United States","Independent Movies",10,4.5000
"United States","Music & Musicals",7,3.7143
"United States","TV Horror",6,2.5000
"United States","Sci-Fi & Fantasy",5,9.2000
"United States","British TV Shows",5,2.8000
"United States","Cult Movies",4,7.5000
"United States","Anime Series",3,5.0000
"United States","TV Shows",3,3.6667
"United States","Romantic Movies",2,2.5000
"United States","Anime Features",1,4.0000
"United States,",Documentaries,1,4.0000
"United States, Argentina",Comedies,1,4.0000
"United States, Australia","Children & Family Movies",4,8.0000
"United States, Australia","Action & Adventure",2,8.0000
"United States, Australia",Dramas,2,8.0000
"United States, Australia",Documentaries,1,4.0000
"United States, Australia, China",Documentaries,1,1.0000
"United States, Australia, Mexico","Horror Movies",1,6.0000
"United States, Australia, Samoa, United Kingdom",Documentaries,1,1.0000
"United States, Australia, South Africa, United Kingdom",Documentaries,1,5.0000
"United States, Bermuda, Ecuador",Documentaries,1,7.0000
"United States, Botswana",Documentaries,1,5.0000
"United States, Brazil",Comedies,1,6.0000
"United States, Brazil, India, Uganda, China",Documentaries,1,8.0000
"United States, Brazil, South Korea, Mexico, Japan, Germany","Reality TV",2,1.0000
"United States, Bulgaria","Action & Adventure",1,6.0000
"United States, Bulgaria","Children & Family Movies",1,5.0000
"United States, Cambodia","Children & Family Movies",1,8.0000
"United States, Canada","Kids' TV",9,6.3333
"United States, Canada","Children & Family Movies",9,3.7778
"United States, Canada",Comedies,5,6.4000
"United States, Canada","Action & Adventure",3,8.6667
"United States, Canada","Horror Movies",2,8.0000
"United States, Canada",Documentaries,2,2.5000
"United States, Canada",Dramas,1,6.0000
"United States, Canada","TV Dramas",1,5.0000
"United States, Canada","TV Horror",1,4.0000
"United States, Canada","Crime TV Shows",1,1.0000
"United States, Canada, Belgium, United Kingdom","Action & Adventure",1,6.0000
"United States, Canada, Ireland",Dramas,1,10.0000
"United States, Canada, Japan, Panama",Documentaries,1,5.0000
"United States, Canada, United Kingdom","Horror Movies",1,10.0000
"United States, Chile","Action & Adventure",1,6.0000
"United States, Chile","Crime TV Shows",1,1.0000
"United States, China","Children & Family Movies",2,8.0000
"United States, China","Action & Adventure",1,10.0000
"United States, China","Horror Movies",1,10.0000
"United States, China",Comedies,1,6.0000
"United States, China, Hong Kong","Action & Adventure",1,6.0000
"United States, Colombia","International TV Shows",1,4.0000
"United States, Colombia, Mexico","Crime TV Shows",1,4.0000
"United States, Czech Republic","Crime TV Shows",2,4.0000
"United States, Czech Republic","Children & Family Movies",1,8.0000
"United States, Czech Republic","Reality TV",1,4.0000
"United States, Czech Republic, United Kingdom","Action & Adventure",1,10.0000
"United States, Denmark",Documentaries,1,4.0000
"United States, France",Dramas,2,6.0000
"United States, France",Documentaries,2,4.0000
"United States, France","Children & Family Movies",1,8.0000
"United States, France",Comedies,1,6.0000
"United States, France","Independent Movies",1,6.0000
"United States, France","Horror Movies",1,4.0000
"United States, France","Kids' TV",1,3.0000
"United States, France, Canada","TV Comedies",1,4.0000
"United States, France, Canada, Lebanon, Qatar","Children & Family Movies",1,8.0000
"United States, France, Canada, Spain","Horror Movies",1,6.0000
"United States, France, Japan","Kids' TV",6,11.0000
"United States, France, South Korea, Indonesia","Kids' TV",1,11.0000
"United States, France, United Kingdom, Japan",Dramas,1,8.0000
"United States, Germany","Action & Adventure",3,8.0000
"United States, Germany",Dramas,3,7.3333
"United States, Germany",Comedies,2,8.0000
"United States, Germany, Australia",Comedies,1,10.0000
"United States, Germany, Canada","Action & Adventure",1,10.0000
"United States, Germany, Canada",Thrillers,1,6.0000
"United States, Germany, United Kingdom","Action & Adventure",1,10.0000
"United States, Greece, Brazil",Dramas,1,8.0000
"United States, Greece, United Kingdom",Dramas,1,1.0000
"United States, Hong Kong",Thrillers,1,4.0000
"United States, Hungary","Action & Adventure",1,1.0000
"United States, Hungary, Ireland, Canada","TV Dramas",1,4.0000
"United States, Iceland",Dramas,1,1.0000
"United States, India",Dramas,3,8.0000
"United States, India",Comedies,1,4.0000
"United States, India",Documentaries,1,1.0000
"United States, India, Bangladesh",Dramas,1,12.0000
"United States, India, South Korea, China","Children & Family Movies",1,5.0000
"United States, India, United Arab Emirates",Comedies,1,8.0000
"United States, Indonesia",Dramas,1,10.0000
"United States, Ireland",Comedies,1,8.0000
"United States, Ireland","Crime TV Shows",1,4.0000
"United States, Ireland, United Kingdom","British TV Shows",1,3.0000
"United States, Israel, Italy, South Africa","Crime TV Shows",1,1.0000
"United States, Israel, United Kingdom, Canada",Dramas,1,6.0000
"United States, Italy","Children & Family Movies",1,11.0000
"United States, Italy","Kids' TV",1,7.0000
"United States, Italy",Dramas,1,6.0000
"United States, Italy",Documentaries,1,4.0000
"United States, Italy, United Kingdom, Liechtenstein","Classic Movies",1,10.0000
"United States, Japan","Anime Series",5,4.8000
"United States, Japan","Kids' TV",2,11.0000
"United States, Japan","International TV Shows",2,1.0000
"United States, Japan","Action & Adventure",1,10.0000
"United States, Japan",Documentaries,1,4.0000
"United States, Japan","TV Comedies",1,1.0000
"United States, Japan, Canada","Kids' TV",2,9.0000
"United States, Kazakhstan","Children & Family Movies",1,7.0000
"United States, Malta, United Kingdom","Action & Adventure",1,6.0000
"United States, Mexico",Comedies,2,7.0000
"United States, Mexico",Documentaries,2,3.0000
"United States, Mexico","Kids' TV",1,11.0000
"United States, Mexico","International TV Shows",1,5.0000
"United States, Mexico","Action & Adventure",1,1.0000
"United States, Mexico","Spanish-Language TV Shows",1,1.0000
"United States, Mexico, Colombia","Crime TV Shows",1,1.0000
"United States, Mexico, Spain, Malta","Crime TV Shows",1,1.0000
"United States, Morocco",Dramas,1,10.0000
"United States, Netherlands, Japan, France","Kids' TV",1,11.0000
"United States, New Zealand","Kids' TV",2,11.0000
"United States, New Zealand","TV Action & Adventure",1,1.0000
"United States, New Zealand, Japan","Kids' TV",1,11.0000
"United States, New Zealand, United Kingdom","Children & Family Movies",1,8.0000
"United States, Nicaragua",Documentaries,1,6.0000
"United States, Russia","Kids' TV",1,3.0000
"United States, Senegal",Documentaries,1,4.0000
"United States, South Africa","Action & Adventure",2,10.0000
"United States, South Korea, China","Kids' TV",1,3.0000
"United States, South Korea, China","Romantic TV Shows",1,1.0000
"United States, South Korea, Japan","Children & Family Movies",1,5.0000
"United States, Spain",Thrillers,1,6.0000
"United States, Spain",Dramas,1,4.0000
"United States, Spain",Documentaries,1,1.0000
"United States, Spain, Chile, Peru","Horror Movies",1,6.0000
"United States, Spain, Colombia, Mexico","Crime TV Shows",1,1.0000
"United States, Spain, Germany","Action & Adventure",1,6.0000
"United States, Spain, Italy",Dramas,1,4.0000
"United States, Sweden","Kids' TV",1,11.0000
"United States, Sweden",Dramas,1,10.0000
"United States, Sweden",Comedies,1,6.0000
"United States, Taiwan",Documentaries,1,1.0000
"United States, United Arab Emirates","Action & Adventure",1,10.0000
