director_name,cast_members,collaboration_count,average_rating
"Hakan Algül","Ayşenil Şamlıoğlu",2,5.0000
"Clay Glen","Adam Tuominen",2,5.0000
"Clay Glen","Elysia Markou",2,5.0000
"Cathy Garcia-Molina","Sarah Geronimo",2,5.0000
"Cathy Garcia-Molina","Rowell Santiago",2,5.0000
"Cathy Garcia-Molina","Matet De Leon",2,5.0000
"Cathy Garcia-Molina","Irma Adlawan",2,5.0000
"Cathy Garcia-Molina","Dante Rivero",2,5.0000
"David Michôd","Scoot McNairy",2,5.0000
"David Dhawan",Govinda,2,5.0000
"David Mackenzie","Sam Spruell",2,5.0000
"David Dhawan","Satish Kaushik",2,5.0000
"Bong Joon Ho","Tilda Swinton",2,5.0000
"Antonio Serrano","Cecilia Suárez",2,5.0000
"Ashutosh Gowariker","Daya Shankar Pandey",2,5.0000
"Aziz Mirza","Shah Rukh Khan",2,5.0000
"Aziz Mirza","Satish Shah",2,5.0000
"Aziz Mirza","Juhi Chawla",2,5.0000
"Anees Bazmee","Salman Khan",2,5.0000
"Riri Riza","Cut Mini Theo",2,5.0000
"Patrick Brice","Mark Duplass",2,5.0000
"Oliver Twinch","Craig Sechler",2,5.0000
"Noah Baumbach","Ben Stiller",2,5.0000
"Nicolás López","Ramón Llao",2,5.0000
"Nicolás López","Paz Bascuñán",2,5.0000
"Nicolás López","Marcial Tagle",2,5.0000
"Nicolás López","Ignacia Allamand",2,5.0000
"Nicolás López","Ariel Levy",2,5.0000
"Munjal Shroff","Deepak Chachra",2,5.0000
"Mike Clattenburg","Tyrone Parsons",2,5.0000
"Mike Clattenburg","Michael Jackson",2,5.0000
"Mike Clattenburg","Cory Bowles",2,5.0000
"Mike Birbiglia","Mike Birbiglia",2,5.0000
"Latif Faiziyev","Zeenat Aman",2,5.0000
"Lynn Shelton","Kaitlyn Dever",2,5.0000
"Lynn Shelton","Louis Hobson",2,5.0000
"Kasia Uscinska","Samuel West",2,5.0000
"Tim Maltby","Alan Marriott",2,5.0000
"Tim Maltby","Andrew Toth",2,5.0000
"Tim Maltby","Cole Howard",2,5.0000
"Tim Maltby","Jennifer Cameron",2,5.0000
"Tim Maltby","Lee Tockar",2,5.0000
"Tim Maltby","Maya Kay",2,5.0000
"Yılmaz Erdoğan","Farah Zeynep Abdullah",2,5.0000
"Yılmaz Erdoğan","Devrim Yakut",2,5.0000
"Wilson Yip","Xing Yu",2,5.0000
"Umesh Mehra","Zeenat Aman",2,5.0000
"Vivieno Caldinelli","Peter Keleghan",2,5.0000
"Vivieno Caldinelli","Kiana Madeira",2,5.0000
"Vipul Amrutlal Shah","Akshay Kumar",2,5.0000
"Yılmaz Erdoğan","Kıvanç Tatlıtuğ",2,4.5000
"Yılmaz Erdoğan","Ahmet Mümtaz Taylan",2,4.5000
"Umesh Mehra",Tanuja,2,4.5000
"Ashutosh Gowariker","Kulbhushan Kharbanda",2,4.5000
"Ashutosh Gowariker","Suhasini Mulay",2,4.5000
"Andrew Duncan","Audu Paden",2,4.5000
"Andrew Duncan","Cam Clarke",2,4.5000
"Andrew Duncan","Erin Fitzgerald",2,4.5000
"Andrew Duncan","Kate Higgins",2,4.5000
"Andrew Duncan","Laura Bailey",2,4.5000
"Audu Paden","Laura Bailey",2,4.5000
"Audu Paden","Kate Higgins",2,4.5000
"Audu Paden","Erin Fitzgerald",2,4.5000
"Audu Paden","Audu Paden",2,4.5000
"Dustin McKenzie","Julie Maddalena",2,4.5000
"Dustin McKenzie","Jonathan Lipow",2,4.5000
"Hakan Algül","Meray Ülgen",2,4.5000
"Hakan Algül","Bican Günalan",2,4.5000
"Selçuk Aydemir","Ulaş Torun",2,4.5000
"Selçuk Aydemir","Şinasi Yurtsever",2,4.5000
"Selçuk Aydemir","Rasim Öztekin",2,4.5000
"Selçuk Aydemir","Murat Cemcir",2,4.5000
"Selçuk Aydemir","Devrim Yakut",2,4.5000
"Selçuk Aydemir","Barış Yıldız",2,4.5000
"Selçuk Aydemir","Ahmet Kural",2,4.5000
"Pratim D. Gupta","Ritwick Chakraborty",2,4.5000
Onir,"Sanjay Suri",2,4.5000
Onir,"Purab Kohli",2,4.5000
Onir,"Juhi Chawla",2,4.5000
"Neeraj Pandey","Jimmy Shergill",2,4.5000
"Pang Ho-cheung","Shawn Yue",2,4.0000
"Pang Ho-cheung","Miriam Chin Wah Yeung",2,4.0000
"Matt Askem","Tim Minchin",2,4.0000
"Matt Kugelman","Rachel Dratch",2,4.0000
"Matt Kugelman","Roy Haylock",2,4.0000
"Nagesh Kukunoor","Prateeksha Lonkar",2,4.0000
"Nagesh Kukunoor","Girish Karnad",2,4.0000
"Mike Clattenburg","Shelley Thompson",2,4.0000
"Hasan Karacadağ","Elçin Atamgüç",2,4.0000
"Hasan Karacadağ","Murat Seviş",2,4.0000
"Hasan Karacadağ","Sultan Köroğlu Kılıç",2,4.0000
"Fernando Ayllón","Rocío Tavera",2,4.0000
"Fernando Ayllón","Nelson Polanía",2,4.0000
"Fernando Ayllón","Lina Cardona",2,4.0000
"Fernando Ayllón","Fabiola Posada",2,4.0000
"Femi Oyeniran","Shone Romulus",2,4.0000
"Femi Oyeniran","Nicky Slimting Walker",2,4.0000
"Femi Oyeniran","Femi Oyeniran",2,4.0000
"Femi Oyeniran","Dylan Duffus",2,4.0000
"Femi Oyeniran","Ashley Chin",2,4.0000
"Gajendra Ahire","Anjali Patil",2,4.0000
"Gajendra Ahire","Kadambari Kadam",2,4.0000
"Gajendra Ahire","Mihiresh Joshi",2,4.0000
"Gajendra Ahire","Mugdha Chaphekar",2,4.0000
"Gajendra Ahire","Nagraj Manjule",2,4.0000
"Gajendra Ahire","Raghuvir Yadav",2,4.0000
"Gajendra Ahire","Vedashree Mahajan",2,4.0000
"Gary Howsam","John Dunsworth",2,4.0000
"Gary Howsam","John Paul Tremblay",2,4.0000
"Gary Howsam","Mike Smith",2,4.0000
"Gary Howsam","Pat Roach",2,4.0000
"Gary Howsam","Robb Wells",2,4.0000
"Gastón Duprat","Andrea Frigerio",2,4.0000
"Eric Idle","Eric Idle",2,4.0000
"A.R. Murugadoss","Keerthi Suresh",2,4.0000
"A.R. Murugadoss","Pala Karuppaiah",2,4.0000
"A.R. Murugadoss","Radha Ravi",2,4.0000
"A.R. Murugadoss","Varalakshmi Sarathkumar",2,4.0000
"A.R. Murugadoss",Vijay,2,4.0000
"A.R. Murugadoss","Yogi Babu",2,4.0000
"Amy Schumer","Amy Schumer",2,4.0000
"Alistair Legrand","Wilmer Calderon",2,4.0000
"Anthony Giordano","Joe Rogan",2,4.0000
"Anurag Kashyap","Radhika Apte",2,4.0000
"Alex Lehmann","Mark Duplass",2,4.0000
"Álex de la Iglesia","Mario Casas",2,4.0000
"Álex de la Iglesia","Jaime Ordoñez",2,4.0000
"Álex de la Iglesia","Carmen Machi",2,4.0000
"Álex de la Iglesia","Blanca Suárez",2,4.0000
"Banjong Pisanthanakun","Nattapong Chartpong",2,4.0000
"Aditya Kripalani","Chitrangada Chakraborty",2,4.0000
"Aditya Kripalani","Kritika Pande",2,4.0000
"Anggy Umbara","Verdi Solaiman",2,4.0000
"Akiva Schaffer","Akiva Schaffer",2,4.0000
"Akiva Schaffer","Maya Rudolph",2,4.0000
"Timo Tjahjanto","Chelsea Islan",2,4.0000
"Timo Tjahjanto","Iko Uwais",2,4.0000
"Timo Tjahjanto","Julie Estelle",2,4.0000
"Timo Tjahjanto","Sunny Pang",2,4.0000
"Timo Tjahjanto","Zack Lee",2,4.0000
"Timothy Woodward Jr.","Danny Trejo",2,4.0000
"Timothy Woodward Jr.","Trace Adkins",2,4.0000
"Toshiyuki Kubooka","Kenta Miyake",2,4.0000
"Toshiyuki Kubooka","Rikiya Koyama",2,4.0000
"Ulises Valencia","Franco Escamilla",2,4.0000
"Vishal Bhardwaj","Priyanka Chopra",2,4.0000
"Vishal Bhardwaj","Irrfan Khan",2,4.0000
"Jesse V. Johnson","Vladimir Kulich",2,4.0000
"Johnnie To","Lo Hoi-pang",2,4.0000
"Jay Karas","Tom Segura",2,4.0000
"Jay Karas","Demetri Martin",2,4.0000
"Jay Karas","Ali Wong",2,4.0000
"Jay Chapman","D.L. Hughley",2,4.0000
"Jan Suter","Ricardo O'Farrill",2,4.0000
"Christopher Nolen","Simeon Henderson",2,4.0000
"Christopher Storer","Bo Burnham",2,4.0000
"Chris Bould","Bill Hicks",2,4.0000
"Cristina Jacob","Alex Calin",2,4.0000
"Cristina Jacob","Crina Semciuc",2,4.0000
"Cristina Jacob","Flavia Hojda",2,4.0000
"Cristina Jacob","Levent Sali",2,4.0000
"Cristina Jacob","Olimpia Melinte",2,4.0000
"Cristina Jacob","Vlad Logigan",2,4.0000
"Bill D'Elia","Chris D'Elia",2,4.0000
"Cem Yılmaz","Zafer Algöz",2,4.0000
"Cem Yılmaz","Mazhar Alanson",2,4.0000
"Bo Burnham","Bo Burnham",2,4.0000
"Dante Lam","Zhang Hanyu",2,4.0000
"Qaushiq Mukherjee","Tanmay Dhanania",2,4.0000
"Rakeysh Omprakash Mehra","Anjali Patil",2,4.0000
"Raúl Campos","Carlos Ballarta",2,4.0000
"Raúl Campos","Ricardo O'Farrill",2,4.0000
"Poj Arnon","Kachapa Toncharoen",2,4.0000
"Poj Arnon","Arisara Thongborisut",2,4.0000
"Ricky Gervais","Ricky Gervais",2,4.0000
"Rocky Soraya","Bianca Hello",2,4.0000
"Rocky Soraya","Denny Sumargo",2,4.0000
"Rocky Soraya","Herjunot Ali",2,4.0000
"Rocky Soraya","Jeremy Thomas",2,4.0000
"Rocky Soraya","Jessica Mila",2,4.0000
"Rocky Soraya","Shofia Shireen",2,4.0000
"Lance Bangs","Jen Kirkman",2,4.0000
"Madhur Bhandarkar","Mugdha Godse",2,4.0000
"Mahesh Manjrekar","Sachin Khedekar",2,4.0000
"Mar Targarona","Macarena Gómez",2,4.0000
"Marcelo Galvão","Deto Montenegro",2,4.0000
"Marcus Raboy","Vir Das",2,4.0000
"Sameh Abdulaziz","Ahmed Fathy",2,4.0000
"Sang-ho Yeon","Yu-mi Jung",2,4.0000
"Shannon Hartman","Jo Koy",2,4.0000
"Seth Barrish","Mike Birbiglia",2,4.0000
"Steve Paley","Iliza Shlesinger",2,4.0000
"Stephen Chow","Stephen Chow",2,3.5000
"Ian MacNaughton","Carol Cleveland",2,3.5000
"Ian MacNaughton","Eric Idle",2,3.5000
"Ian MacNaughton","Graham Chapman",2,3.5000
"Ian MacNaughton","John Cleese",2,3.5000
"Ian MacNaughton","Michael Palin",2,3.5000
"Ian MacNaughton","Terry Gilliam",2,3.5000
"Ian MacNaughton","Terry Jones",2,3.5000
"Osgood Perkins","Lucy Boynton",2,3.5000
"Chia-Liang Liu","Kara Hui",2,3.5000
"Riri Riza","Nicholas Saputra",2,3.5000
Priyadarshan,"Om Puri",2,3.0000
Priyadarshan,"Manoj Joshi",2,3.0000
Priyadarshan,Asrani,2,3.0000
"Raditya Dika","Raditya Dika",2,3.0000
"Rajiv Mehra","Amrit Pal",2,3.0000
"Rajkumar Santoshi","Danny Denzongpa",2,3.0000
"Richard Bailey","Abby Trott",2,3.0000
"Richard Bailey","Brianna Plantano",2,3.0000
"Richard Bailey","Cassandra Morris",2,3.0000
"Richard Bailey","Kate Murphy",2,3.0000
"Riri Riza","Lukman Sardi",2,3.0000
"Rohit Jugraj","Diljit Dosanjh",2,3.0000
"Rohit Jugraj","Jaswinder Bhalla",2,3.0000
"Ibrahim Bin Mohamed","Ali Almarzouqi",2,3.0000
"Jacob Joice","Alessandro Juliani",2,3.0000
"Jacob Joice","Andrea Libman",2,3.0000
"Jacob Joice","Britt McKillip",2,3.0000
"Jacob Joice","Diana Kaarina",2,3.0000
"Jacob Joice","Elyse Maloway",2,3.0000
"Jacob Joice","Erin Mathews",2,3.0000
"Jacob Joice","Gigi Saul Guerrero",2,3.0000
"Jacob Joice","Ian James Corlett",2,3.0000
"Jacob Joice","Kathleen Barr",2,3.0000
"Jacob Joice","Nicole Anthony",2,3.0000
"Jacob Joice","Vincent Tong",2,3.0000
"Johnnie To","Daniel Wu",2,3.0000
"Jayson Thiessen","Tara Strong",2,3.0000
"Jayson Thiessen","Tabitha St. Germain",2,3.0000
"Jayson Thiessen","Rebecca Shoichet",2,3.0000
"Jayson Thiessen","Cathy Weseluck",2,3.0000
"Jayson Thiessen","Ashleigh Ball",2,3.0000
"Jayson Thiessen","Andrea Libman",2,3.0000
Sachin,"Ashok Saraf",2,3.0000
Sachin,Sachin,2,3.0000
"Steve Ball","Alessandro Juliani",2,3.0000
"Steve Ball","Andrea Libman",2,3.0000
"Steve Ball","Britt McKillip",2,3.0000
"Steve Ball","Diana Kaarina",2,3.0000
"Steve Ball","Elyse Maloway",2,3.0000
"Steve Ball","Erin Mathews",2,3.0000
"Steve Ball","Gigi Saul Guerrero",2,3.0000
"Steve Ball","Ian James Corlett",2,3.0000
"Steve Ball","Kathleen Barr",2,3.0000
"Steve Ball","Nicole Anthony",2,3.0000
"Steve Ball","Vincent Tong",2,3.0000
"Susannah Ward","Samuel West",2,3.0000
"Sunil Sukthankar","Jyoti Subhash",2,3.0000
"Sunil Sukthankar","Amruta Subhash",2,3.0000
"Sundar C.",Santhanam,2,3.0000
"Sundar C.",Manobala,2,3.0000
"Sumitra Bhave","Jyoti Subhash",2,3.0000
"Sumitra Bhave","Amruta Subhash",2,3.0000
"Subhash Ghai","Supriya Karnik",2,3.0000
"Subhash Ghai","Alok Nath",2,3.0000
"Sean Cisterna","Sarah Fisher",2,3.0000
"Anurag Basu","Ranbir Kapoor",2,3.0000
"Anurag Basu","Saurabh Shukla",2,3.0000
"Andrew Lau Wai-Keung","Qi Shu",2,3.0000
"Baljit Singh Deo","Jaggi Singh",2,3.0000
"Baljit Singh Deo","Gippy Grewal",2,3.0000
"Angga Dwimas Sasongko","Rio Dewanto",2,3.0000
"Angga Dwimas Sasongko","Julie Estelle",2,3.0000
"Anees Bazmee","Celina Jaitly",2,3.0000
"Harvey Lowry","Tiffany Fallon",2,3.0000
"Ezekiel Norton","Shannon Chan-Kent",2,3.0000
"Detlev Buck","Max von der Groeben",2,3.0000
"Yılmaz Erdoğan","Fatih Artman",2,3.0000
"Wong Jing","Maggie Cheung",2,3.0000
"Wong Jing","Chan Pak-cheung",2,3.0000
"Umesh Mehra","Prem Chopra",2,3.0000
"Wenn V. Deramas","Shaina Magdayao",2,3.0000
"Wenn V. Deramas","Serena Dalrymple",2,3.0000
"Wenn V. Deramas","Jiro Manio",2,3.0000
"Wenn V. Deramas","Gloria Diaz",2,3.0000
"Wenn V. Deramas","Deejay Durano",2,3.0000
"Wenn V. Deramas","Carlo Aquino",2,3.0000
"Umesh Shukla","Paresh Rawal",2,3.0000
"Chito S. Roño","Jhong Hilario",2,3.0000
"Conrad Helten","Alyssya Swales",2,3.0000
"Chandrakant Kulkarni","Sachin Khedekar",2,3.0000
"Chandrakant Kulkarni","Pushkar Shrotri",2,3.0000
"Cathy Garcia-Molina","Khalil Ramos",2,3.0000
"David Dhawan","Tapsee Pannu",2,3.0000
"David Dhawan","Varun Dhawan",2,3.0000
"Kundan Shah","Preity Zinta",2,3.0000
"Lekh Tandon","Parveen Choudhary",2,3.0000
"Lekh Tandon","Rashid Khan",2,3.0000
"Lekh Tandon","Shammi Kapoor",2,3.0000
"Lekh Tandon",Vyjayantimala,2,3.0000
"Kenny Young","Richard Gant",2,3.0000
"Kenny Young","Brely Evans",2,3.0000
"Mae Czarina Cruz","Daniel Padilla",2,3.0000
"Mae Czarina Cruz","Kathryn Bernardo",2,3.0000
"Kabir Sadanand","Dimple Kapadia",2,3.0000
"Pankaj Batra","Arya Babbar",2,3.0000
"Nila Madhab Panda","Harsh Mayar",2,3.0000
"Neeraj Pandey","Manoj Bajpayee",2,3.0000
"Michael Goguen","Erica Lindbeck",2,3.0000
"Maryo J. De los Reyes","Angelica Panganiban",2,2.5000
"Niyi Akinmolayan","Somkele Iyamah",2,2.5000
"Niyi Akinmolayan","Adesua Etomi",2,2.5000
"Nishikant Kamat","Irrfan Khan",2,2.5000
"Neeraj Pandey","Naseeruddin Shah",2,2.5000
"Matías Gueilburt","Paco Ignacio Taibo II",2,2.5000
"Mohamed Hamdy","Hassan Abdulfattah",2,2.5000
"Mohamed Hamdy","Ayten Amer",2,2.5000
"Mikhail Red","Mary Joy Apostol",2,2.5000
McG,"Andrew Bachelor",2,2.5000
"Esteban Vidal","Juanita Ringeling",2,2.5000
"Esteban Vidal","Fabrizio Copano",2,2.5000
"Herman Yau","Lam Suet",2,2.5000
"Sameh Abdulaziz","Samy Maghawry",2,2.5000
"Sermiyan Midyat","Mahir İpek",2,2.5000
"Sermiyan Midyat","Gülhan Tekin",2,2.5000
"Sermiyan Midyat","Demet Akbağ",2,2.5000
"Sermiyan Midyat","Burcu Gönder",2,2.5000
"Sermiyan Midyat","Bülent Çolak",2,2.5000
"Sudhir Mishra","Yashpal Sharma",2,2.5000
"Steven Brill","Adam Sandler",2,2.5000
"Steven Brill","Nick Swardson",2,2.5000
"R. Ellis Frazier","Eddie J. Fernandez",2,2.5000
"R. Ellis Frazier","Luis Gatica",2,2.5000
"Raj Kumar Gupta","Rajesh Sharma",2,2.5000
"Raj Kumar Gupta","Vidya Balan",2,2.5000
"Rakeysh Omprakash Mehra","Atul Kulkarni",2,2.5000
"Rakeysh Omprakash Mehra","Waheeda Rehman",2,2.5000
"Prakash Jha","Manoj Bajpayee",2,2.5000
"Prakash Jha","Arjun Rampal",2,2.5000
"Prakash Jha","Ajay Devgn",2,2.5000
"Poj Arnon","Waraphat Phatsathit",2,2.5000
"Ismail Farouk","Mohamed Ramadan",2,2.5000
"Johnnie To","Raymond Wong Ho-Yin",2,2.5000
"Johnnie To","Paul Chun",2,2.5000
"Javier Ruiz Caldera","Alexandra Jiménez",2,2.5000
"Amitoj Mann","Harbhajan Mann",2,2.5000
"Amitoj Mann","Anita Meet",2,2.5000
"Anurag Kashyap","Nawazuddin Siddiqui",2,2.5000
"Kunle Afolayan","Femi Adebayo",2,2.5000
"Kunle Afolayan","Ademola Adedoyin",2,2.5000
"Kıvanç Baruönü","Erkan Can",2,2.5000
"Luc Vinciguerra","Benoît Allemane",2,2.5000
"Luc Vinciguerra","Nathan Simony",2,2.5000
"Luv Ranjan","Ishita Raj",2,2.5000
"Luv Ranjan","Kartik Aaryan",2,2.5000
"Luv Ranjan","Nushrat Bharucha",2,2.5000
"Luv Ranjan","Sonalli Sehgall",2,2.5000
"Mahmoud Karim","Mohammed Tharwat",2,2.5000
"Kemi Adetiba","Sola Sobowale",2,2.5000
"Kemi Adetiba","Adesua Etomi",2,2.5000
"Mani Ratnam","Abhishek Bachchan",2,2.5000
"Toka McBaror","Segun Arinze",2,2.5000
"Will Yapp","Terry Jones",2,2.5000
"Will Yapp","Terry Gilliam",2,2.5000
"Will Yapp","Michael Palin",2,2.5000
"Will Yapp","John Cleese",2,2.5000
"Will Yapp","Graham Chapman",2,2.5000
"Will Yapp","Eric Idle",2,2.5000
"Umesh Mehra","Amrit Pal",2,2.5000
"Umesh Mehra",Rekha,2,2.5000
"Chris Stokes","Valarie Pettiford",2,2.5000
"Conrad Helten","Shannon Chan-Kent",2,2.5000
"David Paul Meyer","Trevor Noah",2,2.5000
"Cathy Garcia-Molina","Enrique Gil",2,2.5000
"Clay Glen","Kelli Berglund",2,2.0000
"Mae Czarina Cruz","Dennis Padilla",2,1.5000
"Kunle Afolayan","Wale Ojo",2,1.0000
"Kundan Shah","Anjan Srivastav",2,1.0000
"Kobun Shizuno","Reina Ueda",2,1.0000
"Kobun Shizuno","Ari Ozawa",2,1.0000
"Kıvanç Baruönü","Murat Yıldırım",2,1.0000
"Kıvanç Baruönü","Gülenay Kalkan",2,1.0000
"Khaled Marei","Yasser El Tobgy",2,1.0000
"Khaled Marei","Ahmed Helmy",2,1.0000
"Ketan Mehta","Tom Alter",2,1.0000
"Manny Rodriguez","Gabriel Iglesias",2,1.0000
"Karthik Subbaraj","Vijay Sethupathi",2,1.0000
"Karthik Subbaraj","Trisha Krishnan",2,1.0000
"Karthik Subbaraj",Simran,2,1.0000
"Karthik Subbaraj",Rajnikanth,2,1.0000
"Karthik Subbaraj","Nawazuddin Siddiqui",2,1.0000
"Karthik Subbaraj","M. Sasikumar",2,1.0000
"Ismail Farouk","Ayten Amer",2,1.0000
"Johnnie To","Ruby Wong",2,1.0000
"Johnnie To","Lau Ching Wan",2,1.0000
"Johnnie To","Carman Lee",2,1.0000
"Shin Won-ho","Sung Dong-il",2,1.0000
"Ted Emery","Peter Rowsthorn",2,1.0000
"Ted Emery","Magda Szubanski",2,1.0000
"Ted Emery","Jane Turner",2,1.0000
"Ted Emery","Glenn Robbins",2,1.0000
"Ted Emery","Gina Riley",2,1.0000
"Shin Won-ho","Lee Il-hwa",2,1.0000
"Sangeeth Sivan","Anupam Kher",2,1.0000
"Sudesh Manjrekar","Ankush Chaudhari",2,1.0000
"Subhash Ghai","Jackie Shroff",2,1.0000
"Parambrata Chatterjee","Gargi Roychowdhury",2,1.0000
"Niyi Akinmolayan","Patience Ozokwor",2,1.0000
"Masahiko Murata","Kazuhiko Inoue",2,1.0000
"Masahiko Murata","Rikiya Koyama",2,1.0000
"Masahiko Murata","Satoshi Hino",2,1.0000
"Mastan Alibhai Burmawalla","Anil Kapoor",2,1.0000
"Mastan Alibhai Burmawalla","Bipasha Basu",2,1.0000
"Mastan Alibhai Burmawalla","Saif Ali Khan",2,1.0000
"Nia Dinata","Tora Sudiro",2,1.0000
"Nia Dinata","Surya Saputra",2,1.0000
"Nia Dinata","Cut Mini Theo",2,1.0000
"Mez Tharatorn","Preechaya Pongthananikorn",2,1.0000
"Mez Tharatorn","Puttachat Pongsuchat",2,1.0000
"Michael Tiddes","Marlon Wayans",2,1.0000
"Hideaki Anno","Koichi Yamadera",2,1.0000
"Gajendra Ahire","Nina Kulkarni",2,1.0000
"Farah Khan","Deepika Padukone",2,1.0000
"Farah Khan","Boman Irani",2,1.0000
"Hanung Bramantyo","Reza Rahadian",2,1.0000
"Hanung Bramantyo","Fedi Nuril",2,1.0000
"Hideaki Anno","Akira Ishida",2,1.0000
"Hideaki Anno","Fumihiko Tachiki",2,1.0000
"Hideaki Anno","Hiro Yuki",2,1.0000
"Hideaki Anno","Kotono Mitsuishi",2,1.0000
"Hideaki Anno","Megumi Hayashibara",2,1.0000
"Hideaki Anno","Megumi Ogata",2,1.0000
"Hideaki Anno","Miki Nagasawa",2,1.0000
"Hideaki Anno","Motomu Kiyokawa",2,1.0000
"Hideaki Anno",Mugihito,2,1.0000
"Hideaki Anno","Takehito Koyasu",2,1.0000
"Hideaki Anno","Yuko Miyamura",2,1.0000
"Hideaki Anno","Yuriko Yamaguchi",2,1.0000
"Hani Hamdi","Nermin Maher",2,1.0000
"Hani Hamdi","Mahmood El-Laithi",2,1.0000
"Hiroyuki Seshita","Ari Ozawa",2,1.0000
"Hiroyuki Seshita","Reina Ueda",2,1.0000
"Dibakar Banerjee","Ranvir Shorey",2,1.0000
"Dibakar Banerjee","Abhay Deol",2,1.0000
"Hajime Kamegaki","Showtaro Morikubo",2,1.0000
"Hajime Kamegaki","Kazuhiko Inoue",2,1.0000
"Hajime Kamegaki","Junko Takeuchi",2,1.0000
"Hajime Kamegaki","Chie Nakamura",2,1.0000
Priyadarshan,"Paresh Rawal",2,1.0000
"Rajiv Mehra","Deven Verma",2,1.0000
"Rajiv Mehra","Rakesh Bedi",2,1.0000
"Rajiv Mehra","Shah Rukh Khan",2,1.0000
"Rajiv Mehra","Shammi Kapoor",2,1.0000
"Rajiv Mehra","Tinnu Anand",2,1.0000
"Rajiv Menon","Aparna Balamurali",2,1.0000
"Rajiv Menon",Divyadarshini,2,1.0000
"Rajiv Menon","G.V. Prakash Kumar",2,1.0000
"Rajiv Menon",Kumaravel,2,1.0000
"Rajiv Menon","Nedumudi Venu",2,1.0000
"Rajiv Menon","Ravi Prakash",2,1.0000
"Rajiv Menon",Sumesh,2,1.0000
"Rajiv Menon",Vineeth,2,1.0000
"Remo D'Souza","Dharmesh Yelande",2,1.0000
"Remo D'Souza","Kay Kay Menon",2,1.0000
"Remo D'Souza","Lauren Gottlieb",2,1.0000
"Remo D'Souza","Prabhu Deva",2,1.0000
"Remo D'Souza","Punit Pathak",2,1.0000
"Remo D'Souza","Shraddha Kapoor",2,1.0000
"Rohit Jugraj","Mandy Takhar",2,1.0000
"Rohit Shetty","Mukesh Tiwari",2,1.0000
"Rohit Shetty","Shah Rukh Khan",2,1.0000
"Cathy Garcia-Molina","Bea Alonzo",2,1.0000
"David Batty","Karima Gouit",2,1.0000
"David Batty","Mohamed El Korchi",2,1.0000
"David Batty","Ramdane Aala",2,1.0000
"Burak Aksak","Tarık Ünlüoğlu",2,1.0000
"Burak Aksak","Erdal Tosun",2,1.0000
"Burak Aksak","Cihan Ercan",2,1.0000
"Burak Aksak","Cengiz Bozkurt",2,1.0000
"Burak Aksak","Berat Yenilmez",2,1.0000
"Amitoj Mann","Sonia Mann",2,1.0000
